ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
4591,Low Income Benefits Agile Service Design,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4591,digital-outcomes-and-specialists-2,digital-outcomes,,Scottish Government,gov.scot,Scotland,2017-07-04,2 weeks,2 years with possibility of up to 6 months extension,4.0,9.0,13.0,awarded,IBM United Kingdom Ltd,large,8283333.0,2017-10-30
4599,Programme Management Office (PMO) Senior Leader,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4599,digital-outcomes-and-specialists-2,digital-specialists,portfolioManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-16,1 week,The Contract will be until 22/12/17  there will be options funding pending to take it to 2 years,24.0,4.0,28.0,closed,,,,
4614,UK SBS IT7281 ACAS Digital Advisory Service: Alpha,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4614,digital-outcomes-and-specialists-2,digital-outcomes,,"Acas (Advisory, Conciliation and Arbitration Service)",uksbs.co.uk,London,2017-06-21,2 weeks,10 weeks with the option to extend for two weeks,14.0,5.0,19.0,awarded,Engine Partners UK LLP (The Engine Group),large,164500.0,2017-08-08
4618,ISS Security Assurance Coordinator Post 2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4618,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-19,1 week,Contract until 22 December 2017 with extensions up to two years and 6 months,2.0,,2.0,closed,,,,
4619,ISS Security Assurance Coordinator Post 3,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4619,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-19,1 week,Contract until 22 December 2017 with extensions up to two years and 6 months,3.0,,3.0,closed,,,,
4617,ISS Security Assurance Coordinator Post 1,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4617,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-19,1 week,Contract until 22 December 2017 with extensions up to two years and 6 months,3.0,,3.0,closed,,,,
4616,SLaM Website Rebuild,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4616,digital-outcomes-and-specialists-2,digital-outcomes,,South London and Maudsley NHS Foundation Trust,slam.nhs.uk,London,2017-06-19,2 weeks,Live site (staged in two parts). Phase one by end of 2017 phase two completed by April 2018.,40.0,2.0,42.0,closed,,,,
4606,ACT/04567 RAF Website Redevelopment BETA Through Live,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4606,digital-outcomes-and-specialists-2,digital-outcomes,,Royal Air Force,mod.gov.uk,South East England,2017-06-19,2 weeks,2 Years,21.0,6.0,27.0,awarded,Binary Vision,micro,305725.0,2017-07-27
4604,Army Headquaters IAS - Lead MS developer (ARMYHQ2/00203),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4604,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence,mod.uk,South West England,2017-06-19,1 week,129 business days,1.0,2.0,3.0,closed,,,,
4631,Transforming Forensics Programme Delivery Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4631,digital-outcomes-and-specialists-2,digital-outcomes,,Dorset Police,devonandcornwall.pnn.police.uk,Offsite,2017-06-20,2 weeks,24 months,6.0,6.0,12.0,closed,,,,
4624,Crown Prosecution Service Website Rebuild and Hosting,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4624,digital-outcomes-and-specialists-2,digital-outcomes,,Crown Prosecution Service,cps.gsi.gov.uk,Offsite,2017-06-21,2 weeks,"Five months for website update, two years for hosting support once live",49.0,4.0,53.0,awarded,CIVIC,small,92800.0,2017-08-15
4623,Home Office Live Services Programme - Expert Risk Management,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4623,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2017-07-14,2 weeks,Estimated five months,3.0,1.0,4.0,closed,,,,
4644,Blue Badge: Discovery / Alpha,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4644,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Transport,dft.gsi.gov.uk,Offsite,2017-06-22,2 weeks,Discovery 8 weeks; Alpha 8 weeks.,23.0,10.0,33.0,awarded,Valtech Ltd.,large,375600.0,2017-08-17
4643,ISS Technical Support Specialist (PKI),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4643,digital-outcomes-and-specialists-2,digital-outcomes,,Ministry of Defence ISS,mod.gov.uk,South West England,2017-06-22,2 weeks,9 months with options to extend up to a maximum length of 21 months (2 days per week on average).,3.0,3.0,6.0,closed,,,,
4642,Borders Data Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4642,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office Digital Services at Border{ DSAB},homeoffice.gsi.gov.uk,South East England,2017-06-21,2 weeks,Up to 2 years,6.0,2.0,8.0,closed,,,,
4638,ODR Discovery - User Research,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4638,digital-outcomes-and-specialists-2,digital-specialists,userResearcher,NHS Blood and Transplant,nhsbt.nhs.uk,South West England,2017-07-06,1 week,4 weeks,13.0,2.0,15.0,closed,,,,
4637,HMCTS Architecture Services,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4637,digital-outcomes-and-specialists-2,digital-outcomes,,HM Courts and Tribunal Service (HMCTS),hmcts.net,London,2017-07-04,2 weeks,"Up to 2 years. 1st SOW for 3 months, subsequent SOWs dependent on Agile phase duration",5.0,3.0,8.0,cancelled,,,,
4640,Qualitative Research Participants - Office for National Statistics,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4640,digital-outcomes-and-specialists-2,user-research-participants,,Office for National Statistics,ons.gsi.gov.uk,Wales,2017-06-23,2 weeks,,4.0,,4.0,awarded,Pilot Works,micro,100000.0,2017-10-02
4663,DWP Datawork Data Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4663,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,Yorkshire and the Humber,2017-06-22,1 week,This will be a two year contract with an initial Statement of Works for up to 2 months,3.0,5.0,8.0,closed,,,,
4662,DWP Dataworks Developer (Senior Data Engineer),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4662,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,Yorkshire and the Humber,2017-06-22,1 week,This will be a two year contract with an initial Statement of Works for up to 2 months,8.0,3.0,11.0,closed,,,,
4661,DWP Dataworks Developer (DevOps Engineer) - Position 2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4661,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,Yorkshire and the Humber,2017-06-22,1 week,This will be a two year contract with an initial Statement of Works for up to 2 months,2.0,2.0,4.0,closed,,,,
4657,DWP Dataworks Developer (DevOps Engineer) - Position 1,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4657,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,Yorkshire and the Humber,2017-06-22,1 week,This will be a two year contract with an initial Statement of Works for up to 2 months,4.0,4.0,8.0,closed,,,,
4654,Home Office Border Client Side Architecture,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4654,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2017-06-22,2 weeks,The Service Capability will be 2 years from contract commencement date.,6.0,8.0,14.0,closed,,,,
4653,MoJ CPP - Service Management Services('SMS')2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4653,digital-outcomes-and-specialists-2,digital-outcomes,,Ministry of Justice ('MoJ'):- Common Platform Programme ('CPP'),hmcts.gsi.gov.uk,London,2017-06-22,2 weeks,12 + 12 months,3.0,3.0,6.0,closed,,,,
4652,MoJ CPP - Production Service Delivery Function ('PSD')2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4652,digital-outcomes-and-specialists-2,digital-outcomes,,Ministry of Justice ('MoJ'):- Common Platform Programme ('CPP'),hmcts.gsi.gov.uk,London,2017-06-22,2 weeks,12 + 12 months,3.0,3.0,6.0,closed,,,,
4672,DAC-023 - C8126 Business Analyst for (DQDC),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4672,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,HOME OFFICE,homeoffice.gsi.gov.uk,London,2017-06-23,1 week,6 months with an options to extend for 6 months,17.0,4.0,21.0,closed,,,,
4674,Phase 1 Digital Product Strategy General Capabilities for NHS Improvement (NHSI) website,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4674,digital-outcomes-and-specialists-2,digital-outcomes,,NHS Improvement (Monitor will be the contracting body),nhs.net,London,2017-06-23,2 weeks,Two years.,1.0,1.0,2.0,awarded,Rock Kitchen Harris Ltd,small,361000.0,2017-08-03
4673,DAC-023a - C8127 Business Analyst for (DQDC),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4673,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,HOME OFFICE,homeoffice.gsi.gov.uk,London,2017-06-23,1 week,6 months with an options to extend for 6 months,17.0,3.0,20.0,closed,,,,
4671,DAC- 014a -C8125  Business Analysts for (DQDC),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4671,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,HOME OFFICE,homeoffice.gsi.gov.uk,London,2017-06-23,1 week,up to 2 years,13.0,4.0,17.0,awarded,Viable Data,micro,305500.0,2017-10-02
4669,DAC- 014 - C8124 Business Analysts for (DQDC),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4669,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,HOME OFFICE,homeoffice.gsi.gov.uk,London,2017-06-23,1 week,up to 2 years,18.0,2.0,20.0,awarded,Syrosand Consulting,micro,310000.0,2017-09-04
4667,"DWP – Security Consultant (Security Architect), Design and implementation.",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4667,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-23,2 weeks,This will be a two year contract with an initial Statement of Works for up to 4 months,13.0,2.0,15.0,awarded,People Source Consulting Ltd,medium,59943.0,2017-08-21
4666,Department For Work And Pensions - DevOps/DevSecOps and Developer Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4666,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-23,2 weeks,This will be a two year contract with an initial Statement of Works for up to 4 months,5.0,3.0,8.0,awarded,ThoughtWorks Limited,large,261120.0,2017-09-11
4689,ISS NSoIT(B) Project Manager (3),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4689,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-26,1 week,31/01/2018 with options to extend up to two years,10.0,6.0,16.0,closed,,,,
4688,Health and Justice Transformation Programme – Project Management,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4688,digital-outcomes-and-specialists-2,digital-outcomes,,NEL Commissioning Support Unit,nhs.net,London,2017-06-26,2 weeks,Five months plus possibility of six months extension,4.0,,4.0,awarded,John White PM Ltd,micro,180354.0,2017-08-07
4686,Health and Justice Transformation Programme – H&J Infrastructure Deployment,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4686,digital-outcomes-and-specialists-2,digital-outcomes,,NEL Commissioning Support Unit,nhs.net,London,2017-06-26,2 weeks,Five months plus possibility of six months extension,4.0,,4.0,awarded,John White PM Ltd,micro,197071.0,2017-08-07
4685,Health and Justice Transformation Programme - ITSM,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4685,digital-outcomes-and-specialists-2,digital-outcomes,,NEL Commissioning Support Unit,nhs.net,London,2017-06-26,2 weeks,Four months,4.0,,4.0,awarded,John White PM Ltd,micro,83220.0,2017-08-07
4684,Health and Justice Transformation Programme – Police Custody,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4684,digital-outcomes-and-specialists-2,digital-outcomes,,NEL Commissioning Support Unit,nhs.net,London,2017-06-26,2 weeks,Five Months with possibility of three months extension,3.0,,3.0,awarded,John White PM Ltd,micro,195552.0,2017-08-07
4687,Health and Justice Transformation Programme – SME SARC,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4687,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,NEL CSU,nhs.net,London,2017-06-26,2 weeks,Until 31st of March 2017,4.0,,4.0,awarded,John White PM Ltd,micro,6627.0,2017-08-07
4681,Health and Justice Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4681,digital-outcomes-and-specialists-2,digital-outcomes,,NEL CSU,nhs.net,London,2017-06-26,2 weeks,8 months,3.0,,3.0,awarded,John White PM Ltd,micro,197643.0,2017-08-07
4696,Discovery & Change Management for Inspector Workforce Planning & Scheduling,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4696,digital-outcomes-and-specialists-2,digital-outcomes,,The Planning Inspectorate,pins.gsi.gov.uk,South West England,2017-06-28,2 weeks,"Lot 1: 8 weeks, Lot 2: 1+1 years. We may extend to include alpha/beta/live",15.0,6.0,21.0,closed,,,,
4695,Human Factors Analysts,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4695,digital-outcomes-and-specialists-2,digital-specialists,designer,University of Exeter,exeter.ac.uk,South West England,2017-06-27,1 week,5 days on site plus 1 day to produce recommendation report,12.0,1.0,13.0,closed,,,,
